institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-2812680049,"LAXMI BAI SAHUJI INSTITUTE OF ENGGINNERING & TECHNOLOGY, JABALPUR","BENIKHEDA , PATAN ROAD , JABALPUR",JABALPUR,Unaided - Private,N,N,1-5550741,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812684611,GWALIOR ENGINEERING COLLEGE,"AIRPORT ROAD, MAHARAJPURA",GWALIOR,Unaided - Private,N,N,1-4452561,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812765420,BHABHA ENGINEERING RESEARCH INSTITUTE,"NH-12, HOSHANGABAD ROAD, NEAR MISROD, VILL-JATKHEDI,BHOPAL",BHOPAL,Unaided - Private,N,N,1-7042551,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811678390,CORPORATE INSTITUTE OF SCIENCE & TECHNOLOGY,"HATAIKHEDA, NEAR PATEL NAGAR, RAISEN ROAD",BHOPAL,Unaided - Private,N,N,1-4590251,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811822033,RADHARAMAN INSTITUTE OF TECHNOLOGY AND SCIENCE,"BHADBHDA ROAD, FATEHPUR DOBRA, RATIBAD",BHOPAL,Unaided - Private,N,N,1-2615181,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812473479,RAMNATH SINGH INSTITUTE OF TECHNOLOGY AND SCIENCE,"NEAR SITHOLI RAILWAY STATION, GWALIOR-474005",GWALIOR,Unaided - Private,N,N,1-450060253,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812689174,"GOVT. POLYTECHNIC COLLEGE, MANDSAUR","CAMP SHAHAR SCHOOL, COLLECTORATE",MANDSAUR,Government,N,N,1-505438771,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812692428,SAMRAT ASHOK TECHNOLOGICAL INSTITUTE,"CIVIL LINES, NETAJI SUBHASH MARG",VIDISHA,Govt aided,N,N,1-3817141,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812695672,PT. DEVPRABHAKAR SHASTRI COLLEGE OF TECHNOLOGY,"VILLAGE GATHEORA,PANNA ROAD",CHHATARPUR,Unaided - Private,N,N,1-13845051,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812772106,"JAWAHARLAL INSTITUTE OF TECHNOLOGY, BORAWAN","VIDHYA VIHAR BORAWAN 
TEHSIL KASRAWAD 
DIST. KHARGONE M.P. 451228",KHARGONE,Unaided - Private,N,N,1-6088380,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811832967,VAISHNAVI INSTITUTES OF TECHNOLOGY AND SCIENCE,"VILLAGE MENDUA,TEHSIL GOUHARGANJ",RAISEN,Unaided - Private,N,N,1-1344171,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812405604,"DR. B.R. AMBEDKAR POLYTECHNIC COLLEGE,GWALIOR","NAKA CHANDRABADNI, JHANSI ROAD",GWALIOR,Government,N,N,1-448042151,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812405883,"SAGAR INSTITUTE OF RESEARCH & TECHNOLOGY, INDORE","KAILOD-KARTAL, BY PASS ROAD, RAU.",INDORE,Unaided - Private,N,N,1-5488781,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812473743,"SHRIRAM COLLEGE OF ENGINEERING & MANAGEMENT, BANMORE","NATIONAL EXPRESSWAY
A.B. ROAD
BANMORE
MORENA
MADHYA PRADESH",MORENA,Unaided - Private,N,N,1-6933761,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811688048,SAKSHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"VILLAGE MYANA, A.B. ROAD",GUNA,Unaided - Private,N,N,1-778250551,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811688383,IASSCOM FORTUNE INSTITUTE OF TECHNOLOGY,GRAM RASULIA GOSAI RATIBAD SIKANDARABAD ROAD BHOPAL,BHOPAL,Unaided - Private,N,N,1-28713251,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812411560,"MEDI-CAPS UNIVERSITY, INDORE","A.B. ROAD,
PIGDAMBER RAU,
INDORE",INDORE,Unaided - Private,N,N,1-5557823,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812705304,GOVT.POLYTECHNIC COLLEGE KHIRSADOH,"GOVT.POLYTECHNIC COLLEGE KHIRSADOH
PARASIA
DISTT CHHINDWARA (M.P.)",CHHINDWARA,Government,N,N,1-462305741,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812710371,ALL SAINTS' COLLEGE OF TECHNOLOGY,NH 12 GANDHI NAGAR BHOPAL,BHOPAL,Unaided - Private,N,Y,1-35023771,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812779096,GURU RAMDAS KHALSA INSTITUTE OF SCIENCE & TECHNOLOGY,"VILLAGE KUKRIKHEDA,BARELA,JABALPUR-482001",JABALPUR,Unaided - Private,N,N,1-40403351,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2812782746,"UNIVERSITY INSTITUTE OF TECHNOLOGY, RGPV, BHOPAL","NARSINGHGARH BYPASS ROAD, GANDHI NAGAR BHOPAL",BHOPAL,University Managed-Govt,N,N,1-10850721,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811690700,GOVERNMENT POLYTECHNIC COLLEGE DINDORI,"BEHIND SUB JAIL ,AMARKANTAK ROAD DINDORI(M.P.)",DINDORI,Government,N,N,1-510668711,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811690788,TECHNOCRATS INSTITUTE OF TECHNOLOGY (EXCELLENCE),"INFRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO.-24, BHEL",BHOPAL,Unaided - Private,N,N,1-9406071,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811734622,BVM COLLEGE OF TECHNOLOGY & MANAGEMENT,"SHIVPURI LINK ROAD, GWALIOR (M.P.)",GWALIOR,Unaided - Private,N,N,1-4736451,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
1-2811850159,GOVT WOMEN'S POLYTECHNIC COLLEGE,"NEAR TV TOWER
UMARKHALI ROAD",KHARGONE,Government,N,N,1-440254053,fetchdata,2016-2017,Engineering and Technology,1,1,1,1,Madhya Pradesh,1
