institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-11327924401,GOVERNMENT POLYTECHNIC COLLEGE FOR GIRLS ROPAR,"GOVERNMENT POLYTECHNIC COLLEGE FOR GIRLS ,NANGAL ROAD ,ROPAR",RUPNAGAR,Government,Y,N,1-11327924401,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10976007545,ST. SOLDIER INSTITUTE OF PHARMACY & POLYTECHNIC,BASSI ROAD CHHABEWAL DISTT. HOSHIARPUR,HOSHIARPUR,Private-Self Financing,N,N,1-1612213401,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10974918425,GOVT POLYTECHNIC COLLEGE AMRITSAR,"PO-RAYON & SILK MILL, NEAR GNDU, GT ROAD CHHERHERTA",AMRITSAR,Government,N,N,1-453388051,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975317630,DR IT COLLEGE OF POLYTECHNIC,"VILLAGE JALALPUR, PO JANSLA, NEAR BANUR, TEHSIL RAJPURA, DISTT. PATIALA (PUNJAB)",PATIALA,Private-Self Financing,N,N,1-468010621,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975079021,"RAYAT GROUP OF INSTITUTIONS , ROPAR",VILLAGE  RAILMAJRA NEAR RUPNAGAR DISTT. S.B.S NAGAR PUNJAB,SHAHID BHAGAT SINGH NAGAR,Private-Self Financing,N,N,1-6139491,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975195468,SAI POLYTECHNIC COLLEGE,BADHANI-PATHANKOT,GURDASPUR,Private-Self Financing,N,N,1-456992901,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975366666,YRS POLYTECHNIC COLLEGE,"MOGA-FZR GT ROAD,NEAR PS SADAR, GHAL-KALAN",MOGA,Private-Self Financing,N,N,1-419546067,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975061320,DEPARTMENT OF ELECTRONICS AND COMMUNICATION ENGINEERING,"PUNJABI UNIVERSITY, PATIALA",PATIALA,Government,N,N,1-4303099581,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10974964206,ST. SOLDIER GROUP OF INSTITUTIONS,"BEHIND N.I.T(R.E.C.), AMRITSAR BY-PASS, G.T. ROAD, JALANDHAR",JALANDHAR,Private-Self Financing,N,N,1-6874071,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975052175,AKLIA POLYTECHNIC COLLEGE,"VILLAGE AKLIA KALAN, MANDI GONIANA,",BATHINDA,Private-Self Financing,N,N,1-449945371,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975053542,SATYAM  COLLEGE OF POLYTECHNIC,OPP ALLOWAL GATE,JALANDHAR,Private-Self Financing,N,N,1-462550481,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10974883294,GOVERNMENT POLYTECHNIC COLLEGE BEHRAM,VILLAGE & P.O. : BEHRAM,SHAHID BHAGAT SINGH NAGAR,Government,N,N,1-1529259281,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975028465,RADICAL TECHNICAL INSTITUTE,"V.P.O.THANDE , KHAPERKHERI DIST.AMRITSAR",AMRITSAR,Private-Self Financing,N,N,1-1487432601,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10998516588,DEPARTMENT OF COMPUTER SCIENCE AND TECHNOLOGY CENTRAL UNIVERSITY OF PUNJAB BATHINDA,"CENTRAL UNIVERSITY OF PUNJAB, VPO GHUDDA, BATHINDA",BATHINDA,Government,N,N,1-1590439441,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10970383606,GGS COLLEGE OF MODERN TECHNOLOGY,"CHANDIGARH-LUDHIANA HIGHWAY VILL.KHANPUR, KHARAR",MOHALI,Private-Self Financing,N,N,1-8015176,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975545653,SFC INSTITUTE OF PHARMACY,"VPO, JALABAD EAST, DHARAMKOT, DISTT. MOGA (PB.)",MOGA,Private-Self Financing,N,N,1-3726522441,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975848153,BANKEY BIHARI POLYTECHNIC COLLEGE,"V.P.O-ALAMGARH, SRI GANGANAGAR ROAD. TEHSIL-ABOHAR",FIROZPUR,Private-Self Financing,N,N,1-431712403,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975765420,NEW PUNJAB POLYTECHNIC COLLEGE,TALWANDI SABO-SARDULGARH ROAD,BATHINDA,Private-Self Financing,N,N,1-473850571,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975681640,SATYAM INSTITUTE OF ENGINEERING & TECHNOLOGY,"KOTLA DOOM, RAM TIRATH AMRITSAR",AMRITSAR,Private-Self Financing,N,N,1-433885781,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975747257,LYALLPUR KHALSA COLLEGE TECHNICAL CAMPUS,CANTT ROAD JALANDHAR,JALANDHAR,Private-Self Financing,N,N,1-1486931211,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975767930,GULZAR COLLEGE OF ENGINEERING,"G.T.ROAD, VILLAGE LIBRA, TEHSIL KHANNA, DISTT - LUDHIANA (PUNJAB),",LUDHIANA,Private-Self Financing,N,N,1-505789101,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
1-10975611490,"MAI BHAGO GOVT POLYTECHNIC COLLEGE FOR GIRLS, AMRITSAR","MAJITHA ROAD, BY PASS",AMRITSAR,Government,Y,N,1-430954341,fetchdata,2022-2023,Engineering and Technology,1,1,1,1,Punjab,1
