institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-9319992308,GOVERNMENT ENGINEERING COLLEGE DAMAN,"VARKUND, MOTA FALIYA, NANI DAMAN",DAMAN,Government,N,N,1-3662092341,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Daman and Diu,1
1-9318455663,"GOVERMENT POLYTECHNIC,DAMAN","VARKUND, MOTA FALIA, NANI DAMAN DAMAN",DAMAN,Government,N,N,1-414180401,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Daman and Diu,1
1-9328116797,"GOVERNMENT POLYTECHNIC,DIU","GOVERNMENT POLYTECHNIC DIU, EDUCATATION HUB, KEVDI, DIU",DIU,Govt aided,N,N,1-2056611791,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Daman and Diu,1
