institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-9322592200,YAMUNA INSTITUTE OF ENGINEERING & TECHNOLOGY,VILLAGE GADHOLI POST OFFICE GADHOLA DISTT. YAMUNA NAGAR HARYANA PIN- 133103,YAMUNA NAGAR,Private-Self Financing,N,N,1-5099131,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9322657256,SOMANY INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"3K.M FROM N.H.8,DELHI-JAIPUR HIGHWAY, GARHI BOLNI ROAD, REWARI,HARYANA",REWARI,Private-Self Financing,N,N,1-8622121,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9322529447,SHEELA DEVI INSTITUTE OF MANAGEMENT AND TECHNOLOGY (SDIMT),"BALLABGARH-TIGAON-MANJHAWALI ROAD BALLABGARH, FARIDABAD",FARIDABAD,Private-Self Financing,N,Y,1-1500136501,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9323129131,SETH JAI PARKASH POLYTECHNIC,"VPO: DAMLA, DISTT.YAMUNA NAGAR-135001 (HARYANA)",YAMUNA NAGAR,Govt aided,N,N,1-421036543,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9323216717,GURU DRONACHARYA POLYTECHNIC,"NEAR RADHA SWAMI SATSANG BHAWAN, FATEHABAD ROAD",FATEHABAD,Private-Self Financing,N,N,1-475071421,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9323278602,WORLD COLLEGE OF TECHNOLOGY AND MANAGEMENT,FARUKHNAGAR (KHERAKHURRAMPUR) GURGAON (HARYANA) - 122506,GURGAON,Private-Self Financing,N,N,1-8264661,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9323178331,AL- FALAH SCHOOL OF ENGINEERING & TECHNOLOGY,"VILLAGE DHAUJ, (FARIDABAD), HARYANA",FARIDABAD,Private-Self Financing,N,Y,1-5013792,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9322766471,STATE INSTITUTE OF ENGG. AND TECHNOLOGY NILOKHERI,NILOKHERI,KARNAL,Government,N,N,1-2848067241,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9323086735,GOVT. POLYTECHNIC SONEPAT,RATHDHANA ROAD,SONEPAT,Government,N,N,1-492848691,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
1-9323282384,GOVERNMENT POLYTECHNIC MALAB,VPO MALAB TEHSIL NUH       DISTIC  MEWAT 122107,MEWAT,Government,N,N,1-3348030800,fetchdata,2021-2022,Engineering and Technology,1,1,1,1,Haryana,1
