institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-9036746501,TECHNICAL TRAINING INSTITUTE DRDO,DRDO COMPLEX,RANGAREDDI,Government,N,N,,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-4623878141,AURORA'S TECHNOLOGICAL INSTITUTE,"PLOT NO. 1, INDUSTRIAL DEVELOPMENT PARK, UPPAL, HYDERABAD",RANGAREDDI,Unaided - Private,N,Y,1-2195358411,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-4623627850,AURORA'S TECHNOLOGICAL INSTITUTE,"1-8-557, CHIKKADPALLY, HYDERABAD",NIZAMABAD,Unaided - Private,N,N,1-8723211,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-5285971798,GOVERNMENT POLYTECHNIC FOR WOMEN,"GOVERNMENT BOYS HIGH SCHOOL CAMPUS,MEDAK ROAD , SIDDIPET",MEDAK,Government,N,N,1-2068490281,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-4646355141,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF CAMPUS HYDERABAD,RUDRARAM,MEDAK,Deemed University(Private),N,N,,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-5285882404,GOVERNMENT POLYTECHNIC MEDCHAL,"NEAR ITI CAMPUS ,MEDCHAL TOWN ,MEDCHAL ,RANGA  REDDY DIST",RANGAREDDI,Government,N,N,1-1614964791,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-5287791814,GOVERNMENT POLYTECHNIC FOR WOMEN PEBBAIR,PRIYADHARSHINI JURALA PROJECT CAMP OFFICE PEBBAIR,MAHABUBNAGAR,Government,Y,N,1-2077574861,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-5287798888,GOVERNMENT POLYTECHNIC,"CO NEHRU MEMORIAL, GOVERNMENT DEGREE COLLEGE NEAR JOGINATH TEMPLE.",MEDAK,Government,N,N,1-515260181,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-4263460642,BVRIT HYDERABAD COLLEGE OF ENGINEERING FOR WOMEN,"#8-5/4, 
RAJEEVGANDHI NAGAR, BACHUPALLY, HYDERABAD",HYDERABAD,Unaided - Private,Y,N,1-806650341,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
1-4263462472,SHADAN COLLEGE OF ENGINEERING & TECHNOLOGY,"PEERANCHERU,
HIMAYAT SAGAR ROAD,
HYDERABAD",RANGAREDDI,Unaided - Private,N,Y,1-6281771,fetchdata,2019-2020,Engineering and Technology,1,1,1,1,Telangana,1
