institute_id,institute_name,address,district,institution_type,women_only,minority,parent_id,method,year,program,level,institutiontype,Women,Minority,state,course
1-3322334134,INSTITUTE OF SHIPBUILDING TECHNOLOGY,"BOGDA, VASCO-DA-GAMA, GOA 403802",SOUTH GOA,Govt aided,N,N,1-453047441,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3322431360,GOVERNMENT POLYTECHNIC CURCHOREM,OPP. KAKODA INDUSTRIAL ESTATE,SOUTH GOA,Government,N,N,1-453010201,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3322329623,AGNEL POLYTECHNIC,AGNEL TECHNICAL EDUCATION COMPLEX,SOUTH GOA,Govt aided,N,N,1-451819581,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3322413493,GOVERNMENT POLYTECHNIC MAYEM BICHOLIM,MAYEM BICHOLIM GOA,NORTH GOA,Government,N,N,1-455631951,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3323660775,GOVERNMENT POLYTECHNIC PANAJI,ALTINHO PANAJI GOA 403001,NORTH GOA,Government,N,N,1-446238531,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3323366757,SHREE RAYESHWAR INSTITUTE OF ENGINEERING AND INFORMATION TECHNOLOY,"SHIV SHAIL, KARAI, SHIRODA, GOA 403103",NORTH GOA,Unaided - Private,N,N,1-13315171,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3323476489,PADRE CONCEICAO COLLEGE OF ENGINEERING,"AGNEL GANV, VERNA, GOA - 403722",SOUTH GOA,Unaided - Private,N,N,1-39482811,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3323279619,AGNEL INSTITUTE OF TECHNOLOGY AND DESIGN,"ASSAGAO,
BARDEZ,
GOA.",NORTH GOA,Unaided - Private,N,N,1-792836711,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3328031836,GOA COLLEGE OF ENGINEERING (GOVERNMENT OF GOA),"FARMAGUDI, PONDA-GOA
PIN-403401",NORTH GOA,Government,N,N,1-7640561,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3323072569,HQ 2 SIGNAL TRAINING CENTRE,C/O 56 APO,NORTH GOA,Government,N,N,1-451261521,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
1-3330334514,DON BOSCO COLLEGE OF ENGINEERING,"DON BOSCO,
FATORDA,",SOUTH GOA,Unaided - Private,N,Y,1-474460451,fetchdata,2017-2018,Engineering and Technology,1,1,1,1,Goa,1
